date,value
1984-05-01,3.1899999999999995
1984-06-01,3.3000000000000007
1984-07-01,2.83
1984-08-01,1.8200000000000003
1984-09-01,1.7199999999999989
1984-10-01,2.040000000000001
1984-11-01,2.6500000000000004
1984-12-01,3.16
1985-01-01,3.360000000000001
1985-02-01,2.9499999999999993
1985-03-01,3.0299999999999994
1985-04-01,3.209999999999999
1985-05-01,3.119999999999999
1985-06-01,2.9800000000000004
1985-07-01,2.99
1985-08-01,2.96
1985-09-01,3.039999999999999
1985-10-01,2.84
1985-11-01,2.299999999999999
1985-12-01,1.9299999999999997
1986-01-01,1.8899999999999997
1986-02-01,1.4099999999999993
1986-03-01,1.0200000000000005
1986-04-01,1.0599999999999996
1986-05-01,1.38
1986-06-01,1.3999999999999995
1986-07-01,1.2999999999999998
1986-08-01,1.4799999999999995
1986-09-01,2.1000000000000005
1986-10-01,2.1099999999999994
1986-11-01,1.75
1986-12-01,1.4300000000000006
1987-01-01,1.5
1987-02-01,1.5
1987-03-01,1.4800000000000004
1987-04-01,2.1999999999999993
1987-05-01,2.76
1987-06-01,2.5500000000000007
1987-07-01,2.5699999999999994
1987-08-01,2.5299999999999994
1987-09-01,2.8
1987-10-01,3.17
1987-11-01,2.9699999999999998
1987-12-01,3.0300000000000002
1988-01-01,2.67
1988-02-01,2.370000000000001
1988-03-01,2.499999999999999
1988-04-01,2.6400000000000006
1988-05-01,2.6399999999999997
1988-06-01,2.26
1988-07-01,2.1100000000000003
1988-08-01,1.96
1988-09-01,1.5
1988-10-01,1.200000000000001
1988-11-01,0.9300000000000015
1988-12-01,0.7599999999999998
1989-01-01,0.5299999999999994
1989-02-01,0.33000000000000007
1989-03-01,0.21999999999999886
1989-04-01,0.21999999999999886
1989-05-01,0.11999999999999922
1989-06-01,-0.15000000000000036
1989-07-01,-0.13000000000000078
1989-08-01,-0.0600000000000005
1989-09-01,0.17999999999999972
1989-10-01,0.10999999999999943
1989-11-01,-0.07000000000000028
1989-12-01,-0.040000000000000036
1990-01-01,0.3100000000000005
1990-02-01,0.47000000000000064
1990-03-01,0.41999999999999993
1990-04-01,0.75
1990-05-01,0.75
1990-06-01,0.4900000000000002
1990-07-01,0.6000000000000005
1990-08-01,1.0599999999999996
1990-09-01,1.290000000000001
1990-10-01,1.3200000000000003
1990-11-01,1.1000000000000005
1990-12-01,1.13
1991-01-01,1.6799999999999997
1991-02-01,1.7299999999999995
1991-03-01,2.0199999999999996
1991-04-01,2.209999999999999
1991-05-01,2.4400000000000004
1991-06-01,2.5299999999999994
1991-07-01,2.5199999999999996
1991-08-01,2.4000000000000004
1991-09-01,2.2800000000000002
1991-10-01,2.3900000000000006
1991-11-01,2.7299999999999995
1991-12-01,2.91
1992-01-01,3.12
1992-02-01,3.3899999999999997
1992-03-01,3.4000000000000004
1992-04-01,3.6400000000000006
1992-05-01,3.6699999999999995
1992-06-01,3.51
1992-07-01,3.56
1992-08-01,3.3899999999999997
1992-09-01,3.4499999999999997
1992-10-01,3.6599999999999997
1992-11-01,3.66
1992-12-01,3.4799999999999995
1993-01-01,3.53
1993-02-01,3.2699999999999996
1993-03-01,2.9700000000000006
1993-04-01,3.0399999999999996
1993-05-01,3.0100000000000002
1993-06-01,2.82
1993-07-01,2.6999999999999997
1993-08-01,2.59
1993-09-01,2.3500000000000005
1993-10-01,2.24
1993-11-01,2.5399999999999996
1993-12-01,2.6399999999999997
1994-01-01,2.71
1994-02-01,2.6399999999999997
1994-03-01,2.8900000000000006
1994-04-01,3.19
1994-05-01,2.91
1994-06-01,2.8499999999999996
1994-07-01,2.84
1994-08-01,2.63
1994-09-01,2.71
1994-10-01,2.6400000000000006
1994-11-01,2.51
1994-12-01,2.05
1995-01-01,1.88
1995-02-01,1.5299999999999994
1995-03-01,1.29
1995-04-01,1.2199999999999998
1995-05-01,0.7800000000000002
1995-06-01,0.5300000000000002
1995-07-01,0.6900000000000004
1995-08-01,0.9199999999999999
1995-09-01,0.7700000000000005
1995-10-01,0.5999999999999996
1995-11-01,0.41000000000000014
1995-12-01,0.41999999999999993
1996-01-01,0.5
1996-02-01,0.8499999999999996
1996-03-01,1.17
1996-04-01,1.42
1996-05-01,1.5899999999999999
1996-06-01,1.6799999999999997
1996-07-01,1.5700000000000003
1996-08-01,1.4499999999999993
1996-09-01,1.5899999999999999
1996-10-01,1.4100000000000001
1996-11-01,1.0300000000000002
1996-12-01,1.2599999999999998
1997-01-01,1.4100000000000001
1997-02-01,1.2800000000000002
1997-03-01,1.4100000000000001
1997-04-01,1.5899999999999999
1997-05-01,1.5099999999999998
1997-06-01,1.42
1997-07-01,1.0299999999999994
1997-08-01,1.0199999999999996
1997-09-01,1.13
1997-10-01,0.9199999999999999
1997-11-01,0.5999999999999996
1997-12-01,0.5099999999999998
1998-01-01,0.3600000000000003
1998-02-01,0.33999999999999986
1998-03-01,0.4900000000000002
1998-04-01,0.5599999999999996
1998-05-01,0.5100000000000007
1998-06-01,0.3799999999999999
1998-07-01,0.3700000000000001
1998-08-01,0.2999999999999998
1998-09-01,0.0699999999999994
1998-10-01,0.45999999999999996
1998-11-01,0.2999999999999998
1998-12-01,0.15000000000000036
1999-01-01,0.2699999999999996
1999-02-01,0.4400000000000004
1999-03-01,0.6600000000000001
1999-04-01,0.7699999999999996
1999-05-01,0.9100000000000001
1999-06-01,1.1800000000000006
1999-07-01,1.0999999999999996
1999-08-01,1.0700000000000003
1999-09-01,1.0999999999999996
1999-10-01,1.0900000000000007
1999-11-01,0.7999999999999998
1999-12-01,0.9199999999999999
2000-01-01,1.1600000000000001
2000-02-01,0.7899999999999991
2000-03-01,0.39999999999999947
2000-04-01,0.16999999999999993
2000-05-01,0.4500000000000002
2000-06-01,0.23999999999999932
2000-07-01,-0.08999999999999986
2000-08-01,-0.4500000000000002
2000-09-01,-0.3799999999999999
2000-10-01,-0.5499999999999998
2000-11-01,-0.6400000000000006
2000-12-01,-0.7000000000000002
2001-01-01,-0.1299999999999999
2001-02-01,0.08999999999999986
2001-03-01,0.34999999999999964
2001-04-01,1.1699999999999995
2001-05-01,1.6899999999999995
2001-06-01,1.7100000000000004
2001-07-01,1.6500000000000004
2001-08-01,1.5299999999999998
2001-09-01,2.0400000000000005
2001-10-01,2.37
2001-11-01,2.74
2001-12-01,3.37
2002-01-01,3.3600000000000003
2002-02-01,3.1500000000000004
2002-03-01,3.45
2002-04-01,3.46
2002-05-01,3.4000000000000004
2002-06-01,3.1999999999999997
2002-07-01,2.9400000000000004
2002-08-01,2.61
2002-09-01,2.21
2002-10-01,2.33
2002-11-01,2.8
2002-12-01,2.8200000000000003
2003-01-01,2.86
2003-02-01,2.71
2003-03-01,2.66
2003-04-01,2.81
2003-05-01,2.4799999999999995
2003-06-01,2.39
2003-07-01,3.06
2003-08-01,3.4800000000000004
2003-09-01,3.3099999999999996
2003-10-01,3.35
2003-11-01,3.3499999999999996
2003-12-01,3.3599999999999994
2004-01-01,3.2500000000000004
2004-02-01,3.14
2004-03-01,2.88
2004-04-01,3.3899999999999997
2004-05-01,3.6799999999999997
2004-06-01,3.4400000000000004
2004-07-01,3.1399999999999997
2004-08-01,2.7800000000000002
2004-09-01,2.45
2004-10-01,2.3099999999999996
2004-11-01,2.0800000000000005
2004-12-01,2.0100000000000002
2005-01-01,1.8499999999999996
2005-02-01,1.5899999999999999
2005-03-01,1.7000000000000002
2005-04-01,1.5
2005-05-01,1.2399999999999998
2005-06-01,0.96
2005-07-01,0.8899999999999997
2005-08-01,0.7399999999999998
2005-09-01,0.71
2005-10-01,0.6699999999999999
2005-11-01,0.5699999999999998
2005-12-01,0.49999999999999956
2006-01-01,0.08000000000000007
2006-02-01,0.03000000000000025
2006-03-01,0.08999999999999986
2006-04-01,0.27000000000000046
2006-05-01,0.27000000000000046
2006-06-01,0.1900000000000004
2006-07-01,0.009999999999999787
2006-08-01,-0.20999999999999996
2006-09-01,-0.20999999999999996
2006-10-01,-0.3199999999999994
2006-11-01,-0.47000000000000064
2006-12-01,-0.41000000000000014
2007-01-01,-0.35000000000000053
2007-02-01,-0.4400000000000004
2007-03-01,-0.5200000000000005
2007-04-01,-0.3199999999999994
2007-05-01,-0.1200000000000001
2007-06-01,0.35999999999999943
2007-07-01,0.040000000000000036
2007-08-01,0.34999999999999964
2007-09-01,0.5299999999999994
2007-10-01,0.5300000000000002
2007-11-01,0.8000000000000003
2007-12-01,1.0299999999999998
2008-01-01,0.9200000000000004
2008-02-01,1.5700000000000003
2008-03-01,2.2299999999999995
2008-04-01,2.37
2008-05-01,2.12
2008-06-01,2.21
2008-07-01,2.3499999999999996
2008-08-01,2.14
2008-09-01,2.54
2008-10-01,3.12
2008-11-01,3.34
2008-12-01,2.39
2009-01-01,2.39
2009-02-01,2.5700000000000003
2009-03-01,2.5999999999999996
2009-04-01,2.77
2009-05-01,3.11
2009-06-01,3.54
2009-07-01,3.38
2009-08-01,3.42
2009-09-01,3.28
2009-10-01,3.3200000000000003
2009-11-01,3.35
2009-12-01,3.54
2010-01-01,3.67
2010-02-01,3.58
2010-03-01,3.58
2010-04-01,3.69
2010-05-01,3.26
2010-06-01,3.08
2010-07-01,2.8499999999999996
2010-08-01,2.54
2010-09-01,2.5
2010-10-01,2.41
2010-11-01,2.6199999999999997
2010-12-01,3.15
2011-01-01,3.24
2011-02-01,3.45
2011-03-01,3.31
2011-04-01,3.4
2011-05-01,3.13
2011-06-01,2.96
2011-07-01,2.96
2011-08-01,2.28
2011-09-01,1.97
2011-10-01,2.13
2011-11-01,1.9999999999999998
2011-12-01,1.97
2012-01-01,1.94
2012-02-01,1.88
2012-03-01,2.09
2012-04-01,1.9699999999999998
2012-05-01,1.71
2012-06-01,1.53
2012-07-01,1.43
2012-08-01,1.5799999999999998
2012-09-01,1.6099999999999999
2012-10-01,1.65
2012-11-01,1.5599999999999998
2012-12-01,1.65
2013-01-01,1.8399999999999999
2013-02-01,1.88
2013-03-01,1.8699999999999999
2013-04-01,1.7
2013-05-01,1.89
2013-06-01,2.25
2013-07-01,2.54
2013-08-01,2.7
2013-09-01,2.79
2013-10-01,2.5700000000000003
2013-11-01,2.6500000000000004
2013-12-01,2.83
2014-01-01,2.82
2014-02-01,2.66
2014-03-01,2.6700000000000004
2014-04-01,2.68
2014-05-01,2.5300000000000002
2014-06-01,2.56
2014-07-01,2.5100000000000002
2014-08-01,2.39
2014-09-01,2.51
2014-10-01,2.28
2014-11-01,2.31
2014-12-01,2.18
2015-01-01,1.8499999999999999
2015-02-01,1.96
2015-03-01,2.0100000000000002
2015-04-01,1.92
2015-05-01,2.18
2015-06-01,2.34
2015-07-01,2.29
2015-08-01,2.1
2015-09-01,2.15
2015-10-01,2.05
2015-11-01,2.13
2015-12-01,2.0100000000000002
2016-01-01,1.8299999999999998
2016-02-01,1.47
2016-03-01,1.5899999999999999
2016-04-01,1.58
2016-05-01,1.53
2016-06-01,1.3699999999999999
2016-07-01,1.2
2016-08-01,1.26
2016-09-01,1.3399999999999999
2016-10-01,1.43
2016-11-01,1.6900000000000002
2016-12-01,1.9800000000000002
2017-01-01,1.9100000000000001
2017-02-01,1.89
2017-03-01,1.73
2017-04-01,1.4899999999999998
2017-05-01,1.4
2017-06-01,1.19
2017-07-01,1.2299999999999998
2017-08-01,1.18
2017-09-01,1.1500000000000001
2017-10-01,1.2699999999999998
2017-11-01,1.1
2017-12-01,1.0599999999999998
2018-01-01,1.1500000000000001
2018-02-01,1.2699999999999998
2018-03-01,1.1099999999999999
2018-04-01,1.08
2018-05-01,1.08
2018-06-01,0.9700000000000002
2018-07-01,0.9000000000000001
2018-08-01,0.8200000000000003
2018-09-01,0.8300000000000001
2018-10-01,0.8599999999999999
2018-11-01,0.75
2018-12-01,0.41999999999999993
2019-01-01,0.29000000000000004
2019-02-01,0.2400000000000002
2019-03-01,0.11999999999999966
2019-04-01,0.09999999999999964
2019-05-01,0.0
2019-06-01,-0.15000000000000036
2019-07-01,-0.08999999999999986
2019-08-01,-0.3600000000000001
2019-09-01,-0.22999999999999998
2019-10-01,0.030000000000000027
2019-11-01,0.24
2019-12-01,0.29000000000000004
2020-01-01,0.20999999999999996
2020-02-01,-0.040000000000000036
2020-03-01,0.5700000000000001
2020-04-01,0.52
2020-05-01,0.54
2020-06-01,0.57
2020-07-01,0.49
2020-08-01,0.55
2020-09-01,0.5700000000000001
2020-10-01,0.6900000000000001
2020-11-01,0.78
2020-12-01,0.8400000000000001
2021-01-01,1.0
2021-02-01,1.22
2021-03-01,1.58
2021-04-01,1.6199999999999999
2021-05-01,1.6
2021-06-01,1.48
2021-07-01,1.27
2021-08-01,1.23
2021-09-01,1.33
2021-10-01,1.53
2021-11-01,1.51
2021-12-01,1.41
2022-01-01,1.61
2022-02-01,1.6199999999999999
2022-03-01,1.68
2022-04-01,1.99
2022-05-01,1.91
2022-06-01,1.6
2022-07-01,0.6000000000000001
2022-08-01,0.17999999999999972
2022-09-01,0.2999999999999998
2022-10-01,0.10999999999999988
2022-11-01,-0.43000000000000016
2022-12-01,-0.7400000000000002
2023-01-01,-1.1600000000000006
2023-02-01,-1.04
2023-03-01,-1.2000000000000002
2023-04-01,-1.6100000000000003
2023-05-01,-1.7399999999999998
2023-06-01,-1.67
2023-07-01,-1.5900000000000003
2023-08-01,-1.3899999999999997
2023-09-01,-1.1799999999999997
2023-10-01,-0.7999999999999998
2023-11-01,-1.0199999999999996
2023-12-01,-1.4200000000000008
2024-01-01,-1.3900000000000006
2024-02-01,-1.2300000000000004
2024-03-01,-1.2599999999999998
2024-04-01,-0.9000000000000004
2024-05-01,-0.9799999999999995
2024-06-01,-1.2000000000000002
2024-07-01,-1.1799999999999997
2024-08-01,-1.4299999999999997
2024-09-01,-1.1999999999999997
2024-10-01,-0.6200000000000001
2024-11-01,-0.2599999999999998
2024-12-01,0.0
2025-01-01,0.29000000000000004
2025-02-01,0.1200000000000001
2025-03-01,-0.05999999999999961
2025-04-01,-0.040000000000000036
